src_index,src_id,assembly_uid,assembly_accession,organism,taxid,ftp_path,md5,filename
73,refseq-NZ-1434132-PRJNA224116-SAMN02437367-NZ_AZOK-.-Shigella_flexneri_Shi06GS48.fna,115311,GCF_000565585.1,Shigella flexneri Shi06GS48 (enterobacteria),1434132,genomes/all/GCF/000/565/585/GCF_000565585.1_ASM56558v1/GCF_000565585.1_ASM56558v1_genomic.fna.gz,4c39cc896f2aec1587ee7d184a99076d,GCF_000565585.1.fa.gz
74,refseq-NZ-1434133-PRJNA224116-SAMN02437368-NZ_AZOL-.-Shigella_flexneri_Shi06HN118.fna,115321,GCF_000565605.1,Shigella flexneri Shi06HN118 (enterobacteria),1434133,genomes/all/GCF/000/565/605/GCF_000565605.1_ASM56560v1/GCF_000565605.1_ASM56560v1_genomic.fna.gz,437cfaea451932c01f827cfc670ec51e,GCF_000565605.1.fa.gz
75,refseq-NZ-1434134-PRJNA224116-SAMN02437369-NZ_AZOM-.-Shigella_flexneri_Shi06HN023.fna,115331,GCF_000565625.1,Shigella flexneri Shi06HN023 (enterobacteria),1434134,genomes/all/GCF/000/565/625/GCF_000565625.1_ASM56562v1/GCF_000565625.1_ASM56562v1_genomic.fna.gz,5311e50b31d7dd271d5e7251ca3b50ed,GCF_000565625.1.fa.gz
76,refseq-NZ-1434135-PRJNA224116-SAMN02437370-NZ_AZON-.-Shigella_flexneri_2005AH264.fna,115341,GCF_000565645.1,Shigella flexneri 2005AH264 (enterobacteria),1434135,genomes/all/GCF/000/565/645/GCF_000565645.1_ASM56564v1/GCF_000565645.1_ASM56564v1_genomic.fna.gz,c59326c2b07983dfdaa3d7afd62074bd,GCF_000565645.1.fa.gz
77,refseq-NZ-1434136-PRJNA224116-SAMN02437371-NZ_AZOO-.-Shigella_flexneri_Shi06AH135.fna,115351,GCF_000565665.1,Shigella flexneri Shi06AH135 (enterobacteria),1434136,genomes/all/GCF/000/565/665/GCF_000565665.1_ASM56566v1/GCF_000565665.1_ASM56566v1_genomic.fna.gz,aace94787ae22e6924c81b0a5827ac37,GCF_000565665.1.fa.gz
78,refseq-NZ-1434137-PRJNA224116-SAMN02437372-NZ_AZOP-.-Shigella_flexneri_Shi06HN378.fna,115361,GCF_000565685.1,Shigella flexneri Shi06HN378 (enterobacteria),1434137,genomes/all/GCF/000/565/685/GCF_000565685.1_ASM56568v1/GCF_000565685.1_ASM56568v1_genomic.fna.gz,822d2e499a2e3c8726c9a277f2424f56,GCF_000565685.1.fa.gz
79,refseq-NZ-1434138-PRJNA224116-SAMN02437373-NZ_AZOQ-.-Shigella_flexneri_Shi06HN016.fna,115371,GCF_000565705.1,Shigella flexneri Shi06HN016 (enterobacteria),1434138,genomes/all/GCF/000/565/705/GCF_000565705.1_ASM56570v1/GCF_000565705.1_ASM56570v1_genomic.fna.gz,a8c16fd7e346d5d45860dbf9c52fd82b,GCF_000565705.1.fa.gz
80,refseq-NZ-1434139-PRJNA224116-SAMN02437374-NZ_AZOR-.-Shigella_flexneri_Shi06HN250.fna,115381,GCF_000565725.1,Shigella flexneri Shi06HN250 (enterobacteria),1434139,genomes/all/GCF/000/565/725/GCF_000565725.1_ASM56572v1/GCF_000565725.1_ASM56572v1_genomic.fna.gz,ea6ae9cb5c194b0d2eedd3f794954d89,GCF_000565725.1.fa.gz
81,refseq-NZ-1434140-PRJNA224116-SAMN02437375-NZ_AZOS-.-Shigella_flexneri_Shi06AH028.fna,115391,GCF_000565745.1,Shigella flexneri Shi06AH028 (enterobacteria),1434140,genomes/all/GCF/000/565/745/GCF_000565745.1_ASM56574v1/GCF_000565745.1_ASM56574v1_genomic.fna.gz,1b2fc89c8c6904f99b0c8fcb227ef91a,GCF_000565745.1.fa.gz
82,refseq-NZ-1434141-PRJNA224116-SAMN02437376-NZ_AZOT-.-Shigella_flexneri_Shi06HN244.fna,115401,GCF_000565765.1,Shigella flexneri Shi06HN244 (enterobacteria),1434141,genomes/all/GCF/000/565/765/GCF_000565765.1_ASM56576v1/GCF_000565765.1_ASM56576v1_genomic.fna.gz,89c0b7aa05c1b5ef106e466f531cb325,GCF_000565765.1.fa.gz
83,refseq-NZ-1434142-PRJNA224116-SAMN02437377-NZ_AZOU-.-Shigella_flexneri_Shi06GS37.fna,115411,GCF_000565785.1,Shigella flexneri Shi06GS37 (enterobacteria),1434142,genomes/all/GCF/000/565/785/GCF_000565785.1_ASM56578v1/GCF_000565785.1_ASM56578v1_genomic.fna.gz,8c7a449457424dfc710aa916c39dd345,GCF_000565785.1.fa.gz
84,refseq-NZ-1434143-PRJNA224116-SAMN02437378-NZ_AZOV-.-Shigella_flexneri_2003055.fna,115421,GCF_000565805.1,Shigella flexneri 2003055 (enterobacteria),1434143,genomes/all/GCF/000/565/805/GCF_000565805.1_ASM56580v1/GCF_000565805.1_ASM56580v1_genomic.fna.gz,6340203c4f464bd1ca98173fe68f8dfb,GCF_000565805.1.fa.gz
85,refseq-NZ-1434144-PRJNA224116-SAMN02437379-NZ_AZOW-.-Shigella_flexneri_Shi06AH130.fna,115431,GCF_000565825.1,Shigella flexneri Shi06AH130 (enterobacteria),1434144,genomes/all/GCF/000/565/825/GCF_000565825.1_ASM56582v1/GCF_000565825.1_ASM56582v1_genomic.fna.gz,314ed15a76a2ee66d8ebda43647c31ab,GCF_000565825.1.fa.gz
86,refseq-NZ-1434145-PRJNA224116-SAMN02437380-NZ_AZOX-.-Shigella_flexneri_Shi06GS55.fna,115441,GCF_000565845.1,Shigella flexneri Shi06GS55 (enterobacteria),1434145,genomes/all/GCF/000/565/845/GCF_000565845.1_ASM56584v1/GCF_000565845.1_ASM56584v1_genomic.fna.gz,85a266be4688b484dd422de6179105ea,GCF_000565845.1.fa.gz
87,refseq-NZ-1434146-PRJNA224116-SAMN02437381-NZ_AZOY-.-Shigella_flexneri_Shi06SX36.fna,115451,GCF_000565865.1,Shigella flexneri Shi06SX36 (enterobacteria),1434146,genomes/all/GCF/000/565/865/GCF_000565865.1_ASM56586v1/GCF_000565865.1_ASM56586v1_genomic.fna.gz,8ccb52db5fc9807a9562bdab74296741,GCF_000565865.1.fa.gz
88,refseq-NZ-1434147-PRJNA224116-SAMN02437382-NZ_AZOZ-.-Shigella_flexneri_2002103.fna,115461,GCF_000565885.1,Shigella flexneri 2002103 (enterobacteria),1434147,genomes/all/GCF/000/565/885/GCF_000565885.1_ASM56588v1/GCF_000565885.1_ASM56588v1_genomic.fna.gz,21bdec51c0e0e8835d1585c5542a55da,GCF_000565885.1.fa.gz
89,refseq-NZ-1434148-PRJNA224116-SAMN02437383-NZ_AZPA-.-Shigella_flexneri_Shi05SX04.fna,115471,GCF_000565905.1,Shigella flexneri Shi05SX04 (enterobacteria),1434148,genomes/all/GCF/000/565/905/GCF_000565905.1_ASM56590v1/GCF_000565905.1_ASM56590v1_genomic.fna.gz,f467cc613d517b4cd94bf8e0bc2938e3,GCF_000565905.1.fa.gz
90,refseq-NZ-1434149-PRJNA224116-SAMN02437384-NZ_AZPB-.-Shigella_flexneri_Shi06SX53.fna,115481,GCF_000565925.1,Shigella flexneri Shi06SX53 (enterobacteria),1434149,genomes/all/GCF/000/565/925/GCF_000565925.1_ASM56592v1/GCF_000565925.1_ASM56592v1_genomic.fna.gz,aab961430d4ba7568706944584a3b3c5,GCF_000565925.1.fa.gz
91,refseq-NZ-1434150-PRJNA224116-SAMN02437385-NZ_AZPC-.-Shigella_flexneri_2002007.fna,115491,GCF_000565945.1,Shigella flexneri 2002007 (enterobacteria),1434150,genomes/all/GCF/000/565/945/GCF_000565945.1_ASM56594v1/GCF_000565945.1_ASM56594v1_genomic.fna.gz,5c13fbbc2a2450a3fe40cdd3ffe94adf,GCF_000565945.1.fa.gz
92,refseq-NZ-1434151-PRJNA224116-SAMN02437386-NZ_AZPD-.-Shigella_flexneri_51575.fna,115501,GCF_000565965.1,Shigella flexneri 51575 (enterobacteria),1434151,genomes/all/GCF/000/565/965/GCF_000565965.1_ASM56596v1/GCF_000565965.1_ASM56596v1_genomic.fna.gz,53e02882a99834ca6454dab505d2799a,GCF_000565965.1.fa.gz
93,refseq-NZ-1434152-PRJNA224116-SAMN02437387-NZ_AZPE-.-Shigella_flexneri_51576.fna,115511,GCF_000565985.1,Shigella flexneri 51576 (enterobacteria),1434152,genomes/all/GCF/000/565/985/GCF_000565985.1_ASM56598v1/GCF_000565985.1_ASM56598v1_genomic.fna.gz,1242f7c8d7a2e3890efdbe3bb9a234c1,GCF_000565985.1.fa.gz
94,refseq-NZ-1434153-PRJNA224116-SAMN02437388-NZ_AZPF-.-Shigella_flexneri_51577.fna,115521,GCF_000566005.1,Shigella flexneri 51577 (enterobacteria),1434153,genomes/all/GCF/000/566/005/GCF_000566005.1_ASM56600v1/GCF_000566005.1_ASM56600v1_genomic.fna.gz,655fc5fdc291a43252d69235bb5f805d,GCF_000566005.1.fa.gz
95,refseq-NZ-1434154-PRJNA224116-SAMN02437389-NZ_AZPG-.-Shigella_flexneri_51581.fna,115531,GCF_000566025.1,Shigella flexneri 51581 (enterobacteria),1434154,genomes/all/GCF/000/566/025/GCF_000566025.1_ASM56602v1/GCF_000566025.1_ASM56602v1_genomic.fna.gz,0740045e82a76cb084313835fb1015da,GCF_000566025.1.fa.gz
96,refseq-NZ-1434155-PRJNA224116-SAMN02437390-NZ_AZPH-.-Shigella_flexneri_1997005.fna,115541,GCF_000566045.1,Shigella flexneri 1997005 (enterobacteria),1434155,genomes/all/GCF/000/566/045/GCF_000566045.1_ASM56604v1/GCF_000566045.1_ASM56604v1_genomic.fna.gz,1e6cfdca615418b145492ee46a095707,GCF_000566045.1.fa.gz
97,refseq-NZ-1434156-PRJNA224116-SAMN02437391-NZ_AZPI-.-Shigella_flexneri_2000019.fna,115551,GCF_000566065.1,Shigella flexneri 2000019 (enterobacteria),1434156,genomes/all/GCF/000/566/065/GCF_000566065.1_ASM56606v1/GCF_000566065.1_ASM56606v1_genomic.fna.gz,0ab9ae62d5434b23eea474aa36900e57,GCF_000566065.1.fa.gz
98,refseq-NZ-1434157-PRJNA224116-SAMN02437392-NZ_AZPJ-.-Shigella_flexneri_2001020.fna,115561,GCF_000566085.1,Shigella flexneri 2001020 (enterobacteria),1434157,genomes/all/GCF/000/566/085/GCF_000566085.1_ASM56608v1/GCF_000566085.1_ASM56608v1_genomic.fna.gz,387648a6e46bf73d85be3274aef7eeb5,GCF_000566085.1.fa.gz
99,refseq-NZ-1434158-PRJNA224116-SAMN02437393-NZ_AZPK-.-Shigella_flexneri_2001004.fna,115571,GCF_000566105.1,Shigella flexneri 2001004 (enterobacteria),1434158,genomes/all/GCF/000/566/105/GCF_000566105.1_ASM56610v1/GCF_000566105.1_ASM56610v1_genomic.fna.gz,f9bc103e3d83b59e5ae5f26134ad71cf,GCF_000566105.1.fa.gz
100,refseq-NZ-1434159-PRJNA224116-SAMN02437394-NZ_AZPL-.-Shigella_flexneri_2001042.fna,115581,GCF_000566125.1,Shigella flexneri 2001042 (enterobacteria),1434159,genomes/all/GCF/000/566/125/GCF_000566125.1_ASM56612v1/GCF_000566125.1_ASM56612v1_genomic.fna.gz,ea7cc91cd0dee737c5c77b8dc49e7612,GCF_000566125.1.fa.gz
101,refseq-NZ-1434160-PRJNA224116-SAMN02437395-NZ_AZPM-.-Shigella_flexneri_2001044.fna,115591,GCF_000566145.1,Shigella flexneri 2001044 (enterobacteria),1434160,genomes/all/GCF/000/566/145/GCF_000566145.1_ASM56614v1/GCF_000566145.1_ASM56614v1_genomic.fna.gz,7013508977462714adef1890b460ee81,GCF_000566145.1.fa.gz
102,refseq-NZ-1434161-PRJNA224116-SAMN02437396-NZ_AZPN-.-Shigella_flexneri_2002021.fna,115601,GCF_000566165.1,Shigella flexneri 2002021 (enterobacteria),1434161,genomes/all/GCF/000/566/165/GCF_000566165.1_ASM56616v1/GCF_000566165.1_ASM56616v1_genomic.fna.gz,b031161591995ddf59e32850977e26b7,GCF_000566165.1.fa.gz
103,refseq-NZ-1434162-PRJNA224116-SAMN02437397-NZ_AZPO-.-Shigella_flexneri_2002028.fna,115611,GCF_000566185.1,Shigella flexneri 2002028 (enterobacteria),1434162,genomes/all/GCF/000/566/185/GCF_000566185.1_ASM56618v1/GCF_000566185.1_ASM56618v1_genomic.fna.gz,168d0864ea9f757673b356e13ba488eb,GCF_000566185.1.fa.gz
104,refseq-NZ-1434163-PRJNA224116-SAMN02437398-NZ_AZPP-.-Shigella_flexneri_2002069.fna,115621,GCF_000566205.1,Shigella flexneri 2002069 (enterobacteria),1434163,genomes/all/GCF/000/566/205/GCF_000566205.1_ASM56620v1/GCF_000566205.1_ASM56620v1_genomic.fna.gz,8f68a406f10477d9c454546ee20de73c,GCF_000566205.1.fa.gz
105,refseq-NZ-1434164-PRJNA224116-SAMN02437399-NZ_AZPQ-.-Shigella_flexneri_2002091.fna,115631,GCF_000566225.1,Shigella flexneri 2002091 (enterobacteria),1434164,genomes/all/GCF/000/566/225/GCF_000566225.1_ASM56622v1/GCF_000566225.1_ASM56622v1_genomic.fna.gz,3204f3663a2274068885440a35b88f85,GCF_000566225.1.fa.gz
106,refseq-NZ-1434165-PRJNA224116-SAMN02437400-NZ_AZPR-.-Shigella_flexneri_2002106.fna,115641,GCF_000566245.1,Shigella flexneri 2002106 (enterobacteria),1434165,genomes/all/GCF/000/566/245/GCF_000566245.1_ASM56624v1/GCF_000566245.1_ASM56624v1_genomic.fna.gz,81c1cf895554712e0f65444c95d417e0,GCF_000566245.1.fa.gz
107,refseq-NZ-1434166-PRJNA224116-SAMN02437401-NZ_AZPS-.-Shigella_flexneri_2002110.fna,115651,GCF_000566265.1,Shigella flexneri 2002110 (enterobacteria),1434166,genomes/all/GCF/000/566/265/GCF_000566265.1_ASM56626v1/GCF_000566265.1_ASM56626v1_genomic.fna.gz,161e1494283eb9cf5e83d8bcd594081f,GCF_000566265.1.fa.gz
108,refseq-NZ-1434167-PRJNA224116-SAMN02437402-NZ_AZPT-.-Shigella_flexneri_2002140.fna,115661,GCF_000566285.1,Shigella flexneri 2002140 (enterobacteria),1434167,genomes/all/GCF/000/566/285/GCF_000566285.1_ASM56628v1/GCF_000566285.1_ASM56628v1_genomic.fna.gz,43f906d82900d5adaf5b7341b1e57292,GCF_000566285.1.fa.gz
109,refseq-NZ-1434168-PRJNA224116-SAMN02437403-NZ_AZPU-.-Shigella_flexneri_2003035.fna,115671,GCF_000566305.1,Shigella flexneri 2003035 (enterobacteria),1434168,genomes/all/GCF/000/566/305/GCF_000566305.1_ASM56630v1/GCF_000566305.1_ASM56630v1_genomic.fna.gz,9d13162352fea81d7cccf3df5eb4ced2,GCF_000566305.1.fa.gz
110,refseq-NZ-1434169-PRJNA224116-SAMN02437404-NZ_AZPV-.-Shigella_flexneri_2005002.fna,115681,GCF_000566325.1,Shigella flexneri 2005002 (enterobacteria),1434169,genomes/all/GCF/000/566/325/GCF_000566325.1_ASM56632v1/GCF_000566325.1_ASM56632v1_genomic.fna.gz,7c839091ab073c3aaa7c34e103c52bd4,GCF_000566325.1.fa.gz
111,refseq-NZ-1434170-PRJNA224116-SAMN02437405-NZ_AZPW-.-Shigella_flexneri_2005025.fna,115691,GCF_000566345.1,Shigella flexneri 2005025 (enterobacteria),1434170,genomes/all/GCF/000/566/345/GCF_000566345.1_ASM56634v1/GCF_000566345.1_ASM56634v1_genomic.fna.gz,4594077d371f710d8942ec2dbfdc5bf9,GCF_000566345.1.fa.gz
112,refseq-NZ-1434171-PRJNA224116-SAMN02437406-NZ_AZPX-.-Shigella_flexneri_2005051.fna,115701,GCF_000566365.1,Shigella flexneri 2005051 (enterobacteria),1434171,genomes/all/GCF/000/566/365/GCF_000566365.1_ASM56636v1/GCF_000566365.1_ASM56636v1_genomic.fna.gz,fb356d3cd4a12eab962df45bcbbf8baf,GCF_000566365.1.fa.gz
113,refseq-NZ-1434172-PRJNA224116-SAMN02437407-NZ_AZPY-.-Shigella_flexneri_2005184.fna,115711,GCF_000566385.1,Shigella flexneri 2005184 (enterobacteria),1434172,genomes/all/GCF/000/566/385/GCF_000566385.1_ASM56638v1/GCF_000566385.1_ASM56638v1_genomic.fna.gz,f7caa521aead272085399de0189b9773,GCF_000566385.1.fa.gz
114,refseq-NZ-1434173-PRJNA224116-SAMN02437408-NZ_AZPZ-.-Shigella_flexneri_2005GS061.fna,115721,GCF_000566405.1,Shigella flexneri 2005GS061 (enterobacteria),1434173,genomes/all/GCF/000/566/405/GCF_000566405.1_ASM56640v1/GCF_000566405.1_ASM56640v1_genomic.fna.gz,c7b865b1c4cd1093cfe1c567e422dd4a,GCF_000566405.1.fa.gz
115,refseq-NZ-1434174-PRJNA224116-SAMN02437409-NZ_AZQA-.-Shigella_flexneri_Shi06GS02.fna,115731,GCF_000566425.1,Shigella flexneri Shi06GS02 (enterobacteria),1434174,genomes/all/GCF/000/566/425/GCF_000566425.1_ASM56642v1/GCF_000566425.1_ASM56642v1_genomic.fna.gz,2096763ff0b2cf51c9e295ac148af078,GCF_000566425.1.fa.gz
116,refseq-NZ-1434175-PRJNA224116-SAMN02437410-NZ_AZQB-.-Shigella_flexneri_Shi06HN159.fna,115741,GCF_000566445.1,Shigella flexneri Shi06HN159 (enterobacteria),1434175,genomes/all/GCF/000/566/445/GCF_000566445.1_ASM56644v1/GCF_000566445.1_ASM56644v1_genomic.fna.gz,b412f395ab1924d98b3ce4a3bd9971e5,GCF_000566445.1.fa.gz
117,refseq-NZ-1434176-PRJNA224116-SAMN02437411-NZ_AZQC-.-Shigella_flexneri_Shi06HN344.fna,115751,GCF_000566465.1,Shigella flexneri Shi06HN344 (enterobacteria),1434176,genomes/all/GCF/000/566/465/GCF_000566465.1_ASM56646v1/GCF_000566465.1_ASM56646v1_genomic.fna.gz,f867b0a50e76ca58e952e53299d67320,GCF_000566465.1.fa.gz
118,refseq-NZ-1434177-PRJNA224116-SAMN02437412-NZ_AZQD-.-Shigella_flexneri_Shi06HN347.fna,115761,GCF_000566485.1,Shigella flexneri Shi06HN347 (enterobacteria),1434177,genomes/all/GCF/000/566/485/GCF_000566485.1_ASM56648v1/GCF_000566485.1_ASM56648v1_genomic.fna.gz,ec5ec70fd138a49344a79cb7e4e0b2e5,GCF_000566485.1.fa.gz
119,refseq-NZ-1434178-PRJNA224116-SAMN02437413-NZ_AZQE-.-Shigella_flexneri_Shi06HN091.fna,115771,GCF_000566505.1,Shigella flexneri Shi06HN091 (enterobacteria),1434178,genomes/all/GCF/000/566/505/GCF_000566505.1_ASM56650v1/GCF_000566505.1_ASM56650v1_genomic.fna.gz,04037e0483e458dfec6d27feab491501,GCF_000566505.1.fa.gz
120,refseq-NZ-1434179-PRJNA224116-SAMN02437414-NZ_AZQF-.-Shigella_flexneri_Shi06AH091.fna,115781,GCF_000566525.1,Shigella flexneri Shi06AH091 (enterobacteria),1434179,genomes/all/GCF/000/566/525/GCF_000566525.1_ASM56652v1/GCF_000566525.1_ASM56652v1_genomic.fna.gz,9a4d72bca78fa97b55589f438f69671b,GCF_000566525.1.fa.gz
121,refseq-NZ-1434180-PRJNA224116-SAMN02437415-NZ_AZQG-.-Shigella_flexneri_2001025.fna,115791,GCF_000566545.1,Shigella flexneri 2001025 (enterobacteria),1434180,genomes/all/GCF/000/566/545/GCF_000566545.1_ASM56654v1/GCF_000566545.1_ASM56654v1_genomic.fna.gz,a777b36b07c23545a707d6c6bf538f5e,GCF_000566545.1.fa.gz
122,refseq-NZ-1434181-PRJNA224116-SAMN02437416-NZ_AZQH-.-Shigella_flexneri_2001027.fna,115801,GCF_000566565.1,Shigella flexneri 2001027 (enterobacteria),1434181,genomes/all/GCF/000/566/565/GCF_000566565.1_ASM56656v1/GCF_000566565.1_ASM56656v1_genomic.fna.gz,f84368f2ef0b4cd875e0ee77d45ee826,GCF_000566565.1.fa.gz
123,refseq-NZ-1434182-PRJNA224116-SAMN02437417-NZ_AZQI-.-Shigella_flexneri_2001048.fna,115811,GCF_000566585.1,Shigella flexneri 2001048 (enterobacteria),1434182,genomes/all/GCF/000/566/585/GCF_000566585.1_ASM56658v1/GCF_000566585.1_ASM56658v1_genomic.fna.gz,755b87d5124078492a5271b072908deb,GCF_000566585.1.fa.gz
124,refseq-NZ-1434183-PRJNA224116-SAMN02437418-NZ_AZQJ-.-Shigella_flexneri_2002035.fna,115821,GCF_000566605.1,Shigella flexneri 2002035 (enterobacteria),1434183,genomes/all/GCF/000/566/605/GCF_000566605.1_ASM56660v1/GCF_000566605.1_ASM56660v1_genomic.fna.gz,b9d8b429d3f6195335e213fef6c01274,GCF_000566605.1.fa.gz
125,refseq-NZ-1434184-PRJNA224116-SAMN02437419-NZ_AZQK-.-Shigella_flexneri_2002127.fna,115831,GCF_000566625.1,Shigella flexneri 2002127 (enterobacteria),1434184,genomes/all/GCF/000/566/625/GCF_000566625.1_ASM56662v1/GCF_000566625.1_ASM56662v1_genomic.fna.gz,8e997ef5d663c3503aef9ecc70ad5c96,GCF_000566625.1.fa.gz
126,refseq-NZ-1434185-PRJNA224116-SAMN02437420-NZ_AZQL-.-Shigella_flexneri_2002141.fna,115841,GCF_000566645.1,Shigella flexneri 2002141 (enterobacteria),1434185,genomes/all/GCF/000/566/645/GCF_000566645.1_ASM56664v1/GCF_000566645.1_ASM56664v1_genomic.fna.gz,37ac86935c387ed857ef037410316e7f,GCF_000566645.1.fa.gz
127,refseq-NZ-1434186-PRJNA224116-SAMN02437421-NZ_AZQM-.-Shigella_flexneri_2002142.fna,115851,GCF_000566665.1,Shigella flexneri 2002142 (enterobacteria),1434186,genomes/all/GCF/000/566/665/GCF_000566665.1_ASM56666v1/GCF_000566665.1_ASM56666v1_genomic.fna.gz,2fe0693c983e0d086c48a008e317e338,GCF_000566665.1.fa.gz
128,refseq-NZ-198215-PRJNA179593-SAMN00792433-NZ_ADUV-.-Shigella_flexneri_2a_str._2457T.fna,459908,GCF_000183785.1,Shigella flexneri 2a str. 2457T (enterobacteria),198215,genomes/all/GCF/000/183/785/GCF_000183785.1_ASM18378v2/GCF_000183785.1_ASM18378v2_genomic.fna.gz,3f559f6cc942bd14ef3acf03b8dece6d,GCF_000183785.1.fa.gz
129,refseq-NZ-623-PRJNA224116-SAMEA2434358-GCF_000953035.1-.-Shigella_flexneri.fna,311731,GCF_000953035.1,Shigella flexneri (enterobacteria),623,genomes/all/GCF/000/953/035/GCF_000953035.1_NCTC1/GCF_000953035.1_NCTC1_genomic.fna.gz,610c00528b0dd9189486b9a1ff973ce6,GCF_000953035.1.fa.gz
130,refseq-NZ-623-PRJNA224116-SAMN02745623-GCF_000710235.1-.-Shigella_flexneri.fna,188201,GCF_000710235.1,Shigella flexneri (enterobacteria),623,genomes/all/GCF/000/710/235/GCF_000710235.1_ASM71023v1/GCF_000710235.1_ASM71023v1_genomic.fna.gz,9c08139852b281353f769998071aaf5a,GCF_000710235.1.fa.gz
131,refseq-NZ-754077-PRJNA179983-SAMN00017655-NZ_AGRD-.-Shigella_sonnei_str._Moseley.fna,471408,GCF_000281815.1,Shigella sonnei str. Moseley (enterobacteria),754077,genomes/all/GCF/000/281/815/GCF_000281815.1_ASM28181v1/GCF_000281815.1_ASM28181v1_genomic.fna.gz,44d0dcd74feaddd6f9050f7fa6625473,GCF_000281815.1.fa.gz
132,refseq-NZ-754091-PRJNA180546-SAMN00016949-NZ_AKMW-.-Shigella_flexneri_CCH060.fna,486148,GCF_000267985.1,Shigella flexneri CCH060 (enterobacteria),754091,genomes/all/GCF/000/267/985/GCF_000267985.1_ASM26798v1/GCF_000267985.1_ASM26798v1_genomic.fna.gz,aff631eb3f2650ebe20412e22dfab8fe,GCF_000267985.1.fa.gz
133,refseq-NZ-754092-PRJNA179823-SAMN00017129-NZ_AFOW-.-Shigella_flexneri_J1713.fna,467468,GCF_000217895.1,Shigella flexneri SFJ17B (enterobacteria),754092,genomes/all/GCF/000/217/895/GCF_000217895.1_ASM21789v2/GCF_000217895.1_ASM21789v2_genomic.fna.gz,d615e39744cc704dc6bab0af181d9c92,GCF_000217895.1.fa.gz
134,refseq-NZ-754093-PRJNA224116-SAMN00792434-GCF_000164925.1-.-Shigella_dysenteriae_1617.fna,235178,GCF_000164925.1,Shigella dysenteriae 1617 (enterobacteria),754093,genomes/all/GCF/000/164/925/GCF_000164925.1_ASM16492v1/GCF_000164925.1_ASM16492v1_genomic.fna.gz,04e81a1ce7095a7ace6bb71f24b364b5,GCF_000164925.1.fa.gz
135,refseq-NZ-766138-PRJNA224116-SAMN00016948-GCF_000268145.1-.-Shigella_boydii_965_58.fna,486228,GCF_000268145.1,Shigella boydii 965-58 (enterobacteria),766138,genomes/all/GCF/000/268/145/GCF_000268145.1_ASM26814v1/GCF_000268145.1_ASM26814v1_genomic.fna.gz,7bc8e5ab0d2371434532b12e4b082d5c,GCF_000268145.1.fa.gz
136,refseq-NZ-766139-PRJNA224116-SAMN00792437-GCF_000211955.1-.-Shigella_boydii_3594_74.fna,466588,GCF_000211955.1,Shigella boydii 3594-74 (enterobacteria),766139,genomes/all/GCF/000/211/955/GCF_000211955.1_ASM21195v2/GCF_000211955.1_ASM21195v2_genomic.fna.gz,3236e356dcead5851bedd4d8788d926d,GCF_000211955.1.fa.gz
137,refseq-NZ-766140-PRJNA180551-SAMN00752565-NZ_AKNB-.-Shigella_boydii_4444_74.fna,486248,GCF_000268185.1,Shigella boydii 4444-74 (enterobacteria),766140,genomes/all/GCF/000/268/185/GCF_000268185.1_ASM26818v1/GCF_000268185.1_ASM26818v1_genomic.fna.gz,82b00dfd3763a838c1a6ef1fb550ed67,GCF_000268185.1.fa.gz
138,refseq-NZ-766141-PRJNA179789-SAMN00792438-NZ_AFGE-.-Shigella_boydii_5216_82.fna,466628,GCF_000211975.1,Shigella boydii 5216-82 (enterobacteria),766141,genomes/all/GCF/000/211/975/GCF_000211975.1_ASM21197v2/GCF_000211975.1_ASM21197v2_genomic.fna.gz,bbb7404c09d7f5999623fe6ed2b1e321,GCF_000211975.1.fa.gz
139,refseq-NZ-766142-PRJNA179784-SAMN00792439-NZ_AFFZ-.-Shigella_dysenteriae_155_74.fna,466528,GCF_000211935.1,Shigella dysenteriae 155-74 (enterobacteria),766142,genomes/all/GCF/000/211/935/GCF_000211935.1_ASM21193v2/GCF_000211935.1_ASM21193v2_genomic.fna.gz,2de43c415d14e2ee09c63c4cbd3f181f,GCF_000211935.1.fa.gz
140,refseq-NZ-766143-PRJNA180555-SAMN00752563-NZ_AKNG-.-Shigella_dysenteriae_225_75.fna,486348,GCF_000268105.1,Shigella dysenteriae 225-75 (enterobacteria),766143,genomes/all/GCF/000/268/105/GCF_000268105.1_ASM26810v1/GCF_000268105.1_ASM26810v1_genomic.fna.gz,480dedbfcef1497b198216db20b811e5,GCF_000268105.1.fa.gz
141,refseq-NZ-766145-PRJNA179794-SAMN00792440-NZ_AFGW-.-Shigella_flexneri_VA_6.fna,466728,GCF_000213695.1,Shigella flexneri VA-6 (enterobacteria),766145,genomes/all/GCF/000/213/695/GCF_000213695.1_ASM21369v2/GCF_000213695.1_ASM21369v2_genomic.fna.gz,6f37cb21275559a3715921924268e3ca,GCF_000213695.1.fa.gz
142,refseq-NZ-766146-PRJNA224116-SAMN00792441-GCF_000213675.1-.-Shigella_flexneri_K_218.fna,466708,GCF_000213675.1,Shigella flexneri K-218 (enterobacteria),766146,genomes/all/GCF/000/213/675/GCF_000213675.1_ASM21367v2/GCF_000213675.1_ASM21367v2_genomic.fna.gz,5e5a2f300669100e4cd3f66cb066350f,GCF_000213675.1.fa.gz
